측정소명,측정날짜,SO2(ppm),NO2(ppm),CO(ppm),O3(ppm),PM10(㎍/㎥),PM25(㎍/㎥)
상대원동,20210930,0.002,0.021,0.5,0.016,19,6
성남대로,20210930,0.002,,0.7,0.007,27,10
수내동,20210930,0.002,0.025,0.5,0.014,21,8
운중동,20210930,,,,,,
정자동,20210930,0.002,0.019,0.5,0.018,18,8
단대동,20210929,0.002,0.018,0.4,0.02,12,6
복정동,20210929,0.001,0.019,0.4,0.02,17,5
상대원동,20210929,0.002,0.023,0.5,0.012,13,7
성남대로,20210929,0.002,,0.6,0.008,17,7
수내동,20210929,0.002,0.021,0.5,0.013,14,7
운중동,20210929,,,,,,
정자동,20210929,0.002,0.016,0.5,0.016,12,7
단대동,20210928,0.002,0.01,0.3,0.026,12,5
복정동,20210928,0.003,0.014,0.4,0.022,17,5
상대원동,20210928,0.002,0.017,0.4,0.015,13,5
성남대로,20210928,0.002,0.007,0.5,0.011,15,5
수내동,20210928,0.002,0.015,0.4,0.016,13,5
운중동,20210928,,,,,,
정자동,20210928,0.002,0.008,0.4,0.022,10,6
단대동,20210927,0.002,0.008,0.3,0.035,10,4
복정동,20210927,0.003,0.015,0.4,0.028,14,4
상대원동,20210927,0.002,0.016,0.4,0.022,11,4
성남대로,20210927,0.002,0.008,0.5,0.015,13,4
수내동,20210927,0.002,0.015,0.4,0.019,11,4
운중동,20210927,,,,,,
정자동,20210927,0.002,0.009,0.4,0.024,9,4
단대동,20210926,0.001,0.006,0.3,0.029,7,2
복정동,20210926,0.002,0.007,0.4,0.026,11,3
상대원동,20210926,0.002,0.007,0.4,0.024,6,1
성남대로,20210926,0.002,0.006,0.5,0.013,10,3
수내동,20210926,0.002,0.011,0.4,0.02,9,3
운중동,20210926,,,,,,
정자동,20210926,0.002,0.003,0.4,0.027,7,3
단대동,20210925,0.001,0.007,0.3,0.025,6,2
복정동,20210925,0.002,0.01,0.4,0.022,11,3
상대원동,20210925,0.002,0.011,0.4,0.018,7,2
성남대로,20210925,0.002,0.008,0.5,0.007,12,3
수내동,20210925,0.002,0.015,0.4,0.012,9,3
운중동,20210925,,,,,,
정자동,20210925,0.002,0.006,0.4,0.02,7,2
단대동,20210924,0.001,0.014,0.4,0.029,16,8
복정동,20210924,0.004,0.022,0.5,0.024,22,6
상대원동,20210924,0.002,0.015,0.4,0.025,16,7
성남대로,20210924,0.003,0.009,0.6,0.015,20,9
수내동,20210924,0.002,0.017,0.4,0.022,16,8
운중동,20210924,,,,,,
정자동,20210924,0.002,0.009,0.5,0.028,15,7
단대동,20210923,0.002,0.014,0.3,0.038,19,8
복정동,20210923,0.004,0.016,0.4,0.04,19,6
상대원동,20210923,0.002,0.019,0.4,0.029,16,6
성남대로,20210923,0.002,0.012,0.5,0.017,18,7
수내동,20210923,0.002,0.02,0.4,0.026,17,8
운중동,20210923,,,,,,
정자동,20210923,0.002,0.011,0.4,0.037,15,6
단대동,20210922,0.001,0.007,0.4,0.052,15,6
복정동,20210922,0.002,0.006,0.4,0.053,17,5
상대원동,20210922,0.002,0.01,0.4,0.042,11,4
성남대로,20210922,0.002,0.008,0.5,0.029,13,5
수내동,20210922,0.002,0.01,0.4,0.042,13,5
운중동,20210922,,,,,,
정자동,20210922,0.002,0.005,0.5,0.048,13,6
단대동,20210921,0.002,0.007,0.4,0.047,16,9
복정동,20210921,0.004,0.006,0.5,0.048,19,7
상대원동,20210921,0.002,0.007,0.5,0.041,13,6
성남대로,20210921,0.002,0.008,0.6,0.026,18,7
수내동,20210921,0.002,0.008,0.5,0.04,17,8
운중동,20210921,,,,,,
정자동,20210921,0.002,0.004,0.5,0.043,14,8
단대동,20210920,0.002,0.008,0.3,0.039,12,5
복정동,20210920,0.004,0.01,0.4,0.038,15,5
상대원동,20210920,0.002,0.007,0.4,0.036,9,3
성남대로,20210920,0.003,0.008,0.5,0.022,13,5
수내동,20210920,0.002,0.009,0.4,0.031,12,5
운중동,20210920,,,,,,
정자동,20210920,0.002,0.004,0.4,0.038,9,4
단대동,20210919,0.002,0.009,0.4,0.033,12,6
복정동,20210919,0.002,0.019,0.5,0.025,17,5
상대원동,20210919,0.002,0.01,0.4,0.03,10,4
성남대로,20210919,0.003,0.012,0.5,0.016,15,6
수내동,20210919,0.002,0.014,0.5,0.023,14,7
운중동,20210919,,,,,,
정자동,20210919,0.002,0.007,0.4,0.03,12,6
단대동,20210918,0.001,0.01,0.3,0.034,10,6
복정동,20210918,0.002,0.014,0.4,0.034,16,7
상대원동,20210918,0.002,0.015,0.4,0.026,10,6
성남대로,20210918,0.002,0.019,0.5,0.013,14,5
수내동,20210918,0.002,0.018,0.4,0.025,12,6
운중동,20210918,,,,,,
정자동,20210918,0.002,0.009,0.4,0.033,9,6
단대동,20210917,0.001,0.006,,0.036,9,3
복정동,20210917,0.002,0.007,0.4,0.035,13,3
상대원동,20210917,0.002,0.011,0.3,0.028,9,2
성남대로,20210917,0.002,0.015,0.5,0.015,13,4
수내동,20210917,0.001,0.015,0.4,0.023,11,5
운중동,20210917,,,,,,
정자동,20210917,0.002,0.005,0.3,0.033,10,3
단대동,20210916,0.001,0.008,,0.04,10,5
복정동,20210916,0.001,0.009,0.4,0.039,14,4
상대원동,20210916,0.002,0.018,0.3,0.028,12,4
성남대로,20210916,0.003,0.02,0.5,0.015,16,5
수내동,20210916,0.002,0.02,0.4,0.026,13,5
운중동,20210916,,,,,,
정자동,20210916,0.002,0.007,0.4,0.036,11,4
단대동,20210915,0.002,0.006,0.3,0.041,,5
복정동,20210915,0.001,0.005,0.4,0.041,17,4
상대원동,20210915,0.002,0.013,0.3,0.031,12,3
성남대로,20210915,0.002,0.014,0.4,0.019,16,5
수내동,20210915,0.002,0.012,0.4,0.032,,6
운중동,20210915,,,,,,
정자동,20210915,0.002,0.004,0.4,0.038,12,4
단대동,20210914,0.002,0.009,0.3,0.037,18,7
복정동,20210914,0.001,0.014,0.4,0.032,22,6
상대원동,20210914,0.002,0.018,0.3,0.025,19,6
성남대로,20210914,0.002,0.019,0.5,0.015,23,9
수내동,20210914,0.002,0.02,0.4,0.021,20,9
운중동,20210914,,,,,,
정자동,20210914,0.002,0.007,0.4,0.033,18,8
단대동,20210913,0.002,0.012,0.4,0.043,25,13
복정동,20210913,0.001,0.023,0.5,0.033,32,11
상대원동,20210913,0.002,0.02,0.5,0.028,27,11
성남대로,20210913,0.002,0.024,,0.016,,15
수내동,20210913,0.002,0.023,0.5,0.025,30,13
운중동,20210913,,,,,,
정자동,20210913,0.002,0.01,0.4,0.037,25,12
단대동,20210912,0.002,0.012,0.4,0.054,24,15
복정동,20210912,0.001,0.019,0.5,0.048,28,12
상대원동,20210912,0.002,0.016,0.6,0.045,25,14
성남대로,20210912,0.002,0.027,0.7,0.021,,16
수내동,20210912,0.002,0.019,0.6,0.038,29,16
운중동,20210912,,,,,,
정자동,20210912,0.002,0.011,0.5,0.048,26,16
단대동,20210911,0.002,0.013,0.4,0.056,31,18
복정동,20210911,0.001,0.022,0.6,0.048,34,15
상대원동,20210911,0.002,0.016,0.6,0.047,25,16
성남대로,20210911,0.002,0.029,0.8,0.022,33,18
수내동,20210911,0.002,0.02,0.6,0.035,29,14
운중동,20210911,,,,,,
정자동,20210911,0.002,0.012,0.5,0.044,26,17
단대동,20210910,0.002,0.019,0.4,0.045,32,16
복정동,20210910,0.001,0.027,0.6,0.039,36,14
상대원동,20210910,0.002,0.025,0.6,0.031,27,14
성남대로,20210910,0.003,0.032,0.8,0.017,34,17
수내동,20210910,0.002,0.024,0.5,0.022,31,15
운중동,20210910,,,,,,
정자동,20210910,0.002,0.018,0.6,0.033,29,19
단대동,20210909,0.002,0.018,0.4,0.034,27,12
복정동,20210909,0.002,0.027,0.5,0.029,30,10
상대원동,20210909,0.002,0.023,0.6,0.022,23,10
성남대로,20210909,0.002,0.026,0.7,0.015,30,13
수내동,20210909,0.002,0.024,0.5,0.019,25,11
운중동,20210909,,,,,,
정자동,20210909,0.002,0.013,0.5,0.028,21,10
단대동,20210908,0.001,0.016,0.4,0.03,12,4
복정동,20210908,0.002,0.021,0.4,0.029,13,5
상대원동,20210908,0.002,0.02,0.5,0.024,10,3
성남대로,20210908,0.002,0.027,0.7,0.013,14,5
수내동,20210908,0.002,0.021,0.4,0.023,12,4
운중동,20210908,,,,,,
정자동,20210908,0.002,0.016,0.4,0.027,10,4
단대동,20210907,0.001,0.013,0.3,0.025,8,5
복정동,20210907,0.002,0.015,0.4,0.024,13,3
상대원동,20210907,0.002,0.015,0.5,0.018,7,3
성남대로,20210907,0.002,0.019,0.6,0.012,11,3
수내동,20210907,0.002,0.016,0.4,0.019,9,4
운중동,20210907,,,,,,
정자동,20210907,0.002,0.014,0.5,0.019,8,5
단대동,20210906,0.002,0.007,0.3,0.04,15,6
복정동,20210906,0.002,0.005,0.4,0.039,19,6
상대원동,20210906,0.002,0.016,0.4,0.027,15,6
성남대로,20210906,0.002,0.02,,0.016,19,7
수내동,20210906,0.002,0.014,0.4,0.03,15,6
운중동,20210906,,,,,,
정자동,20210906,0.002,0.007,0.4,0.034,13,6
단대동,20210905,0.001,0.006,0.3,0.038,10,4
복정동,20210905,0.003,0.006,0.4,0.034,13,4
상대원동,20210905,0.002,0.008,0.4,0.032,9,3
성남대로,20210905,0.003,0.015,,0.018,12,4
수내동,20210905,0.002,0.011,0.4,0.027,11,5
운중동,20210905,,,,,,
정자동,20210905,0.002,0.003,0.4,0.035,9,5
단대동,20210904,0.001,0.008,0.3,0.037,9,4
복정동,20210904,0.003,0.012,0.4,0.033,15,4
상대원동,20210904,0.002,0.012,0.4,0.029,8,3
성남대로,20210904,0.002,0.022,,0.014,15,5
수내동,20210904,0.002,0.016,0.4,0.026,13,5
운중동,20210904,,,,,,
정자동,20210904,0.002,0.004,0.4,0.037,10,4
단대동,20210903,0.001,0.008,0.3,0.036,,6
복정동,20210903,0.003,0.01,0.4,0.032,18,4
상대원동,20210903,0.002,0.013,0.4,0.026,12,4
성남대로,20210903,0.002,0.02,,0.014,18,6
수내동,20210903,0.002,0.019,0.4,0.023,17,7
운중동,20210903,,,,,,
정자동,20210903,0.002,0.006,0.4,0.035,14,5
단대동,20210902,0.001,0.01,0.3,0.042,14,5
복정동,20210902,,0.01,0.4,0.038,18,4
상대원동,20210902,0.002,0.017,0.4,0.026,14,5
성남대로,20210902,0.001,0.018,0.4,0.018,18,5
수내동,20210902,0.002,0.016,0.4,0.025,16,5
운중동,20210902,,,,,,
정자동,20210902,0.002,0.006,0.4,0.038,13,4
단대동,20210901,0.001,0.01,0.4,0.033,6,2
복정동,20210901,,0.012,0.4,0.027,11,2
상대원동,20210901,0.002,0.013,0.4,0.026,5,1
성남대로,20210901,0.001,0.018,0.4,0.015,9,2
수내동,20210901,0.002,0.018,0.5,0.021,8,3
운중동,20210901,,,,,,
정자동,20210901,0.002,0.007,0.5,0.031,6,2
단대동,20210831,0.002,0.021,0.5,0.026,30,17
복정동,20210831,0.001,0.026,0.6,0.02,,16
상대원동,20210831,0.002,0.019,0.5,0.021,26,16
성남대로,20210831,0.001,0.027,0.6,0.009,37,20
수내동,20210831,0.002,0.024,0.6,0.015,36,16
운중동,20210831,,,,,,
정자동,20210831,0.002,0.016,0.6,0.021,27,16
단대동,20210830,0.002,0.028,0.6,0.032,43,21
복정동,20210830,0.002,0.032,0.7,0.031,51,
상대원동,20210830,0.002,0.03,0.6,0.018,40,21
성남대로,20210830,0.001,0.035,,0.011,50,25
수내동,20210830,0.002,0.028,0.7,0.022,43,20
운중동,20210830,,,,,,
정자동,20210830,0.002,0.018,0.6,0.03,34,20
단대동,20210829,0.002,0.015,0.5,0.041,29,17
복정동,20210829,0.003,0.015,0.6,0.038,34,13
상대원동,20210829,0.002,0.013,0.5,0.032,24,13
성남대로,20210829,0.002,0.024,,0.019,31,16
수내동,20210829,0.002,0.017,0.6,0.031,29,16
운중동,20210829,,,,,,
정자동,20210829,0.002,0.011,0.5,0.038,24,14
단대동,20210828,0.002,0.022,0.5,0.04,34,15
복정동,20210828,0.002,0.021,0.6,0.042,39,13
상대원동,20210828,0.002,0.019,0.5,0.032,28,14
성남대로,20210828,0.002,0.028,,0.019,36,17
수내동,20210828,0.002,0.021,0.6,0.033,34,14
운중동,20210828,,,,,,
정자동,20210828,0.002,0.018,0.6,0.035,31,15
단대동,20210827,0.002,0.024,0.5,0.026,34,16
복정동,20210827,0.001,0.033,0.6,0.02,41,13
상대원동,20210827,0.002,0.028,0.5,0.014,33,14
성남대로,20210827,0.002,0.033,,0.009,43,19
수내동,20210827,0.002,0.031,0.7,0.016,37,16
운중동,20210827,,,,,,
정자동,20210827,0.002,0.021,0.6,0.021,33,14
단대동,20210826,0.002,0.017,0.5,0.035,40,16
복정동,20210826,0.002,0.015,0.5,0.035,48,16
상대원동,20210826,0.002,0.018,0.5,0.024,35,15
성남대로,20210826,0.001,0.019,,0.015,44,18
수내동,20210826,0.002,0.018,0.6,0.027,43,15
운중동,20210826,,,,,,
정자동,20210826,0.002,0.014,0.5,0.033,35,16
단대동,20210825,0.002,0.014,0.4,0.031,17,7
복정동,20210825,0.002,0.012,0.5,0.032,24,5
상대원동,20210825,0.002,0.015,0.5,0.02,16,6
성남대로,20210825,0.001,0.009,0.4,0.017,19,8
수내동,20210825,0.002,0.017,0.5,0.018,16,6
운중동,20210825,,,,,,
정자동,20210825,0.002,0.01,0.4,0.025,14,5
단대동,20210824,0.002,0.011,0.4,0.027,12,5
복정동,20210824,0.001,0.012,0.5,0.025,16,4
상대원동,20210824,0.002,0.013,0.5,0.021,9,4
성남대로,20210824,0.001,0.009,0.5,0.013,15,4
수내동,20210824,0.002,0.016,0.5,0.018,12,5
운중동,20210824,,,,,,
정자동,20210824,0.002,0.01,0.4,0.024,10,5
단대동,20210823,0.003,0.012,0.5,0.034,21,13
복정동,20210823,0.001,0.016,0.6,0.026,29,12
상대원동,20210823,0.002,0.015,0.6,0.023,20,12
성남대로,20210823,0.002,0.009,0.6,0.013,27,14
수내동,20210823,0.002,0.02,0.6,0.015,23,13
운중동,20210823,,,,,,
정자동,20210823,0.002,0.011,0.5,0.026,18,12
단대동,20210822,0.002,0.009,0.5,0.05,22,11
복정동,20210822,0.002,0.009,0.6,0.05,26,11
상대원동,20210822,0.002,0.01,0.6,0.041,20,11
성남대로,20210822,0.002,0.011,0.6,0.028,24,13
수내동,20210822,0.002,0.013,0.6,0.041,23,13
운중동,20210822,,,,,,
정자동,20210822,0.002,0.007,0.4,0.05,20,12
단대동,20210821,0.002,0.008,0.4,0.045,15,7
복정동,20210821,0.001,0.01,0.5,0.042,17,5
상대원동,20210821,0.002,0.01,0.5,0.037,11,5
성남대로,20210821,0.001,0.011,0.5,0.022,16,5
수내동,20210821,0.002,0.012,0.5,0.034,14,6
운중동,20210821,,,,,,
정자동,20210821,0.002,0.006,0.3,0.042,11,5
단대동,20210820,0.002,0.01,0.3,0.049,19,10
복정동,20210820,0.003,0.012,0.4,0.049,24,8
상대원동,20210820,0.002,0.017,0.4,0.035,17,9
성남대로,20210820,0.001,0.013,0.4,0.025,21,11
수내동,20210820,0.002,0.023,0.5,0.028,20,9
운중동,20210820,,,,,,
정자동,20210820,0.002,0.011,0.3,0.036,15,7
단대동,20210819,0.002,0.006,0.3,0.042,14,7
복정동,20210819,0.001,0.006,0.4,0.041,22,5
상대원동,20210819,0.002,0.012,0.4,0.031,13,5
성남대로,20210819,0.001,0.009,0.4,0.022,17,7
수내동,20210819,0.002,0.017,0.4,0.026,16,6
운중동,20210819,,,,,,
정자동,20210819,0.002,0.006,0.3,0.037,12,6
단대동,20210818,0.002,0.006,0.3,0.039,10,5
복정동,20210818,0.001,0.007,0.4,0.038,15,4
상대원동,20210818,0.002,0.01,0.4,0.032,10,5
성남대로,20210818,0.001,0.008,0.4,0.019,14,5
수내동,20210818,0.002,0.014,0.4,0.029,11,5
운중동,20210818,,,,,,
정자동,20210818,0.002,0.008,0.3,0.036,10,4
단대동,20210817,0.002,0.005,0.3,0.039,15,9
복정동,20210817,,0.005,0.4,0.038,20,6
상대원동,20210817,0.002,0.01,0.4,0.031,12,6
성남대로,20210817,0.001,0.009,0.4,0.02,16,8
수내동,20210817,0.002,0.013,0.5,0.029,18,9
운중동,20210817,,,,,,
정자동,20210817,0.002,0.007,0.3,0.036,13,7
단대동,20210816,0.002,0.007,0.3,0.04,18,9
복정동,20210816,,0.005,0.4,0.041,21,8
상대원동,20210816,0.002,0.01,0.4,0.031,16,8
성남대로,20210816,0.001,0.009,0.4,0.024,18,9
수내동,20210816,0.002,0.01,0.5,0.036,18,9
운중동,20210816,,,,,,
정자동,20210816,0.002,0.006,0.3,0.04,16,9
단대동,20210815,0.002,0.005,0.3,0.04,12,6
복정동,20210815,,0.004,0.4,0.04,15,5
상대원동,20210815,0.002,0.006,0.3,0.034,9,4
성남대로,20210815,0.001,0.009,0.4,0.02,14,6
수내동,20210815,0.002,0.008,0.4,0.035,13,
운중동,20210815,,,,,,
정자동,20210815,0.002,0.005,0.3,0.038,11,6
단대동,20210814,0.002,0.005,0.3,0.042,13,6
복정동,20210814,0.002,0.003,0.4,0.042,15,5
상대원동,20210814,0.002,0.007,0.4,0.036,10,5
성남대로,20210814,0.001,0.008,0.4,0.02,14,7
수내동,20210814,0.002,0.009,0.5,0.034,13,8
운중동,20210814,,,,,,
정자동,20210814,0.002,0.005,0.3,0.04,11,5
단대동,20210813,0.002,0.017,0.5,0.034,30,18
복정동,20210813,0.002,0.02,0.6,0.032,34,15
상대원동,20210813,0.002,0.02,0.5,0.024,26,
성남대로,20210813,0.002,0.023,0.6,0.013,35,20
수내동,20210813,0.002,0.025,0.6,0.024,30,17
운중동,20210813,,,,,,
정자동,20210813,0.002,0.014,0.4,0.035,28,17
단대동,20210812,0.002,0.018,0.5,0.054,36,23
복정동,20210812,0.001,0.021,0.6,0.05,39,21
상대원동,20210812,0.002,0.024,0.6,0.043,32,24
성남대로,20210812,0.002,0.033,0.6,0.025,38,27
수내동,20210812,0.002,0.024,0.6,0.043,36,24
운중동,20210812,,,,,,
정자동,20210812,0.002,0.016,0.5,0.05,35,26
단대동,20210811,0.002,0.014,0.5,0.06,34,20
복정동,20210811,0.002,0.017,0.5,0.054,39,19
상대원동,20210811,0.002,0.023,0.6,0.045,29,22
성남대로,20210811,0.002,0.027,0.5,0.031,37,24
수내동,20210811,0.002,0.021,0.6,0.046,36,21
운중동,20210811,,,,,,
정자동,20210811,0.002,0.013,0.5,0.053,30,25
단대동,20210810,0.002,0.011,0.4,0.051,19,9
복정동,20210810,0.001,0.009,0.4,0.051,22,8
상대원동,20210810,0.002,0.018,0.5,0.038,17,10
성남대로,20210810,0.002,0.02,0.4,0.025,21,10
수내동,20210810,0.002,0.015,0.5,0.039,18,10
운중동,20210810,,,,,,
정자동,20210810,0.002,0.01,0.4,0.044,15,10
단대동,20210809,0.002,0.007,0.3,0.043,11,4
복정동,20210809,0.001,0.007,0.4,0.041,14,3
상대원동,20210809,0.002,0.012,0.4,0.034,9,4
성남대로,20210809,0.001,0.02,0.4,0.02,14,4
수내동,20210809,0.002,0.014,0.4,0.028,12,5
운중동,20210809,,,,,,
정자동,20210809,0.002,0.006,0.3,0.038,9,3
단대동,20210808,0.002,0.01,0.3,0.033,15,8
복정동,20210808,0.001,0.01,0.4,0.031,20,7
상대원동,20210808,0.002,0.009,0.4,0.028,12,7
성남대로,20210808,0.001,0.017,0.5,0.016,18,9
수내동,20210808,0.002,0.014,0.5,0.022,17,10
운중동,20210808,,,,,,
정자동,20210808,0.002,0.007,0.4,0.031,14,9
단대동,20210807,0.002,0.016,0.4,0.045,19,8
복정동,20210807,0.001,0.018,0.4,0.044,22,7
상대원동,20210807,0.002,0.018,0.4,0.04,16,8
성남대로,20210807,0.002,0.026,0.5,0.022,21,10
수내동,20210807,0.002,0.023,0.5,0.037,20,9
운중동,20210807,,,,,,
정자동,20210807,0.002,0.016,0.3,0.044,16,9
단대동,20210806,0.002,0.013,0.3,0.026,15,9
복정동,20210806,0.002,0.015,0.3,0.023,22,8
상대원동,20210806,0.002,0.018,0.4,0.018,18,8
성남대로,20210806,0.001,0.023,0.4,0.012,25,12
수내동,20210806,0.002,0.022,0.5,0.017,20,10
운중동,20210806,,,,,,
정자동,20210806,0.002,0.014,0.3,0.022,17,10
단대동,20210805,0.003,0.017,0.4,0.035,25,14
복정동,20210805,0.002,0.016,0.3,0.033,28,13
상대원동,20210805,0.003,0.021,0.4,0.027,23,13
성남대로,20210805,,,,,28,15
수내동,20210805,0.003,0.02,0.5,0.026,26,15
운중동,20210805,,,,,,
정자동,20210805,0.002,0.014,0.4,0.032,21,16
단대동,20210804,0.003,0.015,0.4,0.032,24,12
복정동,20210804,0.002,0.016,0.3,0.028,29,9
상대원동,20210804,0.002,0.018,0.4,0.024,21,12
성남대로,20210804,,,,,28,15
수내동,20210804,0.002,0.018,0.5,0.012,23,12
운중동,20210804,,,,,,
정자동,20210804,0.002,0.014,0.4,0.022,21,12
단대동,20210803,0.002,0.015,0.4,0.027,18,8
복정동,20210803,0.001,0.017,0.4,0.023,26,8
상대원동,20210803,0.002,0.014,0.4,0.02,16,9
성남대로,20210803,0.002,0.01,0.5,0.009,24,11
수내동,20210803,0.002,0.017,0.5,0.013,20,9
운중동,20210803,,,,,,
정자동,20210803,0.002,0.011,0.4,0.02,16,10
단대동,20210802,0.002,0.013,0.4,0.029,12,5
복정동,20210802,0.001,0.014,0.4,0.027,18,4
상대원동,20210802,0.002,0.015,0.4,0.02,13,6
성남대로,20210802,0.002,0.009,0.4,0.012,17,6
수내동,20210802,0.002,0.015,0.5,0.019,14,5
운중동,20210802,,,,,,
정자동,20210802,0.002,0.011,0.4,0.021,11,6
단대동,20210801,0.002,0.011,0.5,0.039,26,15
복정동,20210801,0.002,0.011,0.5,0.034,31,14
상대원동,20210801,0.002,0.011,0.5,0.03,20,14
성남대로,20210801,0.002,0.01,0.5,0.017,32,17
수내동,20210801,0.002,0.012,0.6,0.029,25,16
운중동,20210801,,,,,,
정자동,20210801,0.002,0.008,0.5,0.035,22,20
단대동,20210731,0.002,0.011,0.4,0.048,22,11
복정동,20210731,0.001,0.009,0.4,0.046,24,10
상대원동,20210731,0.002,0.012,0.4,0.04,17,10
성남대로,20210731,0.002,,0.5,0.021,24,12
수내동,20210731,0.002,0.01,0.5,0.038,20,11
운중동,20210731,,,,,,
정자동,20210731,0.002,0.008,0.4,0.043,18,13
단대동,20210730,0.003,0.019,0.4,0.046,32,18
복정동,20210730,0.002,0.02,0.4,0.041,34,14
상대원동,20210730,0.002,0.024,0.4,0.035,29,19
성남대로,20210730,0.001,,0.5,0.016,33,20
수내동,20210730,0.002,0.018,0.5,0.036,,16
운중동,20210730,,,,,,
정자동,20210730,0.003,0.013,0.4,0.042,25,19
단대동,20210729,0.003,0.021,0.5,0.06,49,29
복정동,20210729,0.001,0.02,0.5,0.059,52,26
상대원동,20210729,0.002,0.026,0.6,0.047,40,31
성남대로,20210729,0.002,0.038,0.6,0.037,52,34
수내동,20210729,0.002,0.021,0.7,0.047,49,30
운중동,20210729,,,,,,
정자동,20210729,0.003,0.017,0.5,0.051,38,32
단대동,20210728,0.002,0.015,0.4,0.061,34,19
복정동,20210728,0.001,0.015,0.5,0.061,38,18
상대원동,20210728,0.002,0.019,0.5,0.05,25,18
성남대로,20210728,,,,,,
수내동,20210728,0.002,0.018,0.6,0.051,37,19
운중동,20210728,,,,,,
정자동,20210728,0.002,0.011,0.4,0.058,28,24
단대동,20210727,0.002,0.014,0.4,0.051,29,15
복정동,20210727,0.002,0.014,0.4,0.05,32,11
상대원동,20210727,0.002,0.019,0.4,0.042,22,14
성남대로,20210727,,,,,,
수내동,20210727,0.003,0.017,0.5,0.049,31,16
운중동,20210727,,,,,,
정자동,20210727,0.002,0.011,0.4,0.056,26,21
단대동,20210726,0.002,0.011,0.3,0.044,22,12
복정동,20210726,0.003,0.008,0.4,0.045,25,10
상대원동,20210726,0.002,0.016,0.3,0.032,18,10
성남대로,20210726,0.002,0.024,0.4,0.025,23,12
수내동,20210726,0.002,0.014,0.5,0.032,21,11
운중동,20210726,,,,,,
정자동,20210726,0.002,0.004,0.3,0.042,16,14
단대동,20210725,0.002,0.008,0.3,0.044,21,12
복정동,20210725,0.002,0.007,0.4,0.043,26,10
상대원동,20210725,0.002,0.008,0.3,0.038,16,11
성남대로,20210725,0.001,0.02,0.4,0.026,22,13
수내동,20210725,0.002,0.01,0.5,0.031,22,13
운중동,20210725,,,,,,
